col	feature	id	2024_fc_SCvsWTSmorph	pval	2024_qval_SCvsWTSmorph
33	gene	Tsubulata_000039	1.20863986801593	0.145574534476163	0.615171811892771
34	gene	Tsubulata_000040	1.10610355594719	0.413469355800656	0.763865216121967
35	gene	Tsubulata_000041	0.545877951081641	0.0303617726974481	0.521778877588246
36	gene	Tsubulata_000042	1.13481196559931	0.712389562520738	0.906106451181881
37	gene	Tsubulata_000043	0.425474965963225	0.303910009351058	0.715003632142335
38	gene	Tsubulata_000044	0.48070163628827	0.0899150869494374	0.58910345106343
39	gene	Tsubulata_000045	1.1963980824396	0.47513739016755	0.801826195518293
40	gene	Tsubulata_000046	1.71227049055786	0.0870150882672294	0.587380358715112
41	gene	Tsubulata_000047	1	NA	NA
42	gene	Tsubulata_000048	0.974175327570825	0.761349111475779	0.927837594785354
43	gene	Tsubulata_000049	1.31677781485234	0.280076987934515	0.700928710201536
44	gene	Tsubulata_000051	0.65378471017746	0.583560954742725	0.860597832254168
45	gene	Tsubulata_000054	0.659618688637669	0.369223887891564	0.735596799875032
46	gene	Tsubulata_000058	1	NA	NA
47	gene	Tsubulata_000059	1	NA	NA
48	gene	Tsubulata_000060	0.845824540995616	0.444723381415945	0.780862369609099
49	gene	Tsubulata_000061	1	NA	NA
50	gene	Tsubulata_000062	1.15316492871942	0.180628773561567	0.639070213974843
51	gene	Tsubulata_000063	1.21889589067405	0.724096431388013	0.912303181226264
52	gene	Tsubulata_000065	1.12746846249401	0.772309838254037	0.927837594785354
53	gene	Tsubulata_000066	0.652776124783042	0.0862287129200578	0.587380358715112
54	gene	Tsubulata_000067	1.45339225990611	0.466875667062646	0.795629573420514
55	gene	Tsubulata_000068	0.867938980583713	0.535346782488497	0.835330405395801
56	gene	Tsubulata_000069	0.841076833362529	0.199024084064497	0.651328867352935
57	gene	Tsubulata_000072	1.99166558917396	0.226580474002192	0.665902983940781
58	gene	Tsubulata_000073	2.16511272444193	0.0106491141433868	0.457843812862976
59	gene	Tsubulata_000074	1.21687033416134	0.604845658757037	0.870296938230176
60	gene	Tsubulata_000075	1.62903155509002	0.182884051688238	0.640508672718992
61	gene	Tsubulata_000076	1	NA	NA
62	gene	Tsubulata_000077	1.13196268194286	0.402450957931708	0.756074058090842
63	gene	Tsubulata_000078	1.36494509234681	0.166049674867295	0.628170083012636
64	gene	Tsubulata_000079	1.44108038033166	0.163664683496152	0.626686840305837
65	gene	Tsubulata_000080	0.686845342721845	0.270878313489531	0.694774632075025
66	gene	Tsubulata_000081	1.56785867496321	0.162047853881049	0.625700008066198
67	gene	Tsubulata_000082	0.88397516522874	0.206647230902629	0.655355635503051
68	gene	Tsubulata_000085	1.46481682344294	0.00454311578858757	0.424204881454261
69	gene	Tsubulata_000086	1.14920912906356	0.308609233844966	0.717284503601788
70	gene	Tsubulata_000087	1	NA	NA
71	gene	Tsubulata_000089	1	NA	NA
72	gene	Tsubulata_000090	1.78741897341701	0.0417101815592729	0.524312896379197
73	gene	Tsubulata_000091	1	NA	NA
74	gene	Tsubulata_000092	1.34778591670588	0.126132248550769	0.595988714277193
75	gene	Tsubulata_000093	1.1532469448451	0.258725042640896	0.689248109949767
76	gene	Tsubulata_000094	0.876041942701197	0.189770690306474	0.644873030137539
77	gene	Tsubulata_000096	0.844467155218397	0.739698936254916	0.919733860622108
78	gene	Tsubulata_000097	0.530741705434306	0.0133065560159065	0.473960107522921
79	gene	Tsubulata_000098	0.681324592448848	0.471848665009237	0.799320128781237
80	gene	Tsubulata_000099	2.39426313084228	0.139783750212611	0.609459944995222
81	gene	Tsubulata_000100	1.10236143700759	0.801071850117958	0.927837594785354
82	gene	Tsubulata_000101	1	NA	NA
83	gene	Tsubulata_000102	1	NA	NA
84	gene	Tsubulata_000103	1	NA	NA
85	gene	Tsubulata_000104	1	NA	NA
86	gene	Tsubulata_000105	0.896529592114436	0.557355375791756	0.845655109402464
87	gene	Tsubulata_000107	1.14412324393394	0.230163573387088	0.668670009093038
88	gene	Tsubulata_000108	0.976942543736379	0.903796004655961	0.969496058870341
89	gene	Tsubulata_000109	0.408896460588388	0.0234918480943016	0.512744243816268
90	gene	Tsubulata_000110	1.62189755879478	0.0453467819379938	0.534006001463249
91	gene	Tsubulata_000111	1.6736378600181	0.0190803903123482	0.506588346491664
92	gene	Tsubulata_000112	0.894878018876751	0.467837589758806	0.79632172056893
93	gene	Tsubulata_000113	1.10123714255795	0.646860723882197	0.89149279793898
94	gene	Tsubulata_000114	1.15228895243025	0.755917285407244	0.926828991968182
95	gene	Tsubulata_000116	1.58941328049712	0.0443559608342134	0.533392815322655
96	gene	Tsubulata_000117	0.649762655127759	0.202414588092168	0.652807859531225
97	gene	Tsubulata_000118	0.891272839496845	0.590122410554588	0.863318304574841
98	gene	Tsubulata_000120	1	NA	NA
99	gene	Tsubulata_000124	0.828328338713978	0.296094176103721	0.711852664944174
100	gene	Tsubulata_000126	1	NA	NA
101	gene	Tsubulata_000129	1.38173710311458	0.170742708818376	0.631858566262385
102	gene	Tsubulata_000130	1.09926139349226	0.605519868352924	0.870296938230176
103	gene	Tsubulata_000131	1.0479824221279	0.841444904372428	0.943740074042476
104	gene	Tsubulata_000133	1.24787187816677	0.38309004568787	0.743887116436813
105	gene	Tsubulata_000134	1.30458434677283	0.296905537363646	0.712113437512219
106	gene	Tsubulata_000135	0.658059352231855	0.0916227497128297	0.58910345106343
107	gene	Tsubulata_000136	1.43258610894789	0.156491790175729	0.623510433018864
108	gene	Tsubulata_000139	0.837039657023396	0.342818682987666	0.719101136276686
109	gene	Tsubulata_000140	1.01206233854368	0.960178180640253	0.988812012052358
110	gene	Tsubulata_000141	1.15088287996762	0.764119024929099	0.927837594785354
111	gene	Tsubulata_000142	1.02863667894443	0.855650711419481	0.950284249217368
112	gene	Tsubulata_000143	1	NA	NA
113	gene	Tsubulata_000144	0.92966934269914	0.614814263283364	0.87484648877252
114	gene	Tsubulata_000145	1	NA	NA
115	gene	Tsubulata_000146	0.937023762507892	0.777434229405118	0.927837594785354
116	gene	Tsubulata_000147	1.03676781223644	0.915257158001234	0.974372081134342
117	gene	Tsubulata_000148	1	NA	NA
118	gene	Tsubulata_000149	0.777882648637774	0.145807257228155	0.615523064189208
119	gene	Tsubulata_000151	1	NA	NA
120	gene	Tsubulata_000152	0.200613376907692	0.695304983887973	0.898052879044548
121	gene	Tsubulata_000156	1.30393148398965	0.14888108385724	0.617316296846213
122	gene	Tsubulata_000157	1.21828831314567	0.11988018160193	0.591582256302562
123	gene	Tsubulata_000162	1	NA	NA
124	gene	Tsubulata_000163	1.04295244439286	0.857979321215047	0.95121772441484
125	gene	Tsubulata_000165	1.01193573302794	0.960627828176306	0.989142002081596
126	gene	Tsubulata_000166	1.42186745034821	0.231592564318191	0.669477939955991
127	gene	Tsubulata_000170	1	NA	NA
128	gene	Tsubulata_000173	1.01552406500954	0.961630951233887	0.989510725775752
129	gene	Tsubulata_000175	1.1598473480976	0.538393624225712	0.836388201974327
130	gene	Tsubulata_000177	1.91708491037906	0.47623478161699	0.802523559422931
131	gene	Tsubulata_000179	1	NA	NA
132	gene	Tsubulata_000180	0.897332476177613	0.476965154560002	0.802857326902966
133	gene	Tsubulata_000185	0.378730848309027	0.0970743326226918	0.58910345106343
134	gene	Tsubulata_000188	1	NA	NA
135	gene	Tsubulata_000189	1	NA	NA
136	gene	Tsubulata_000195	0.36962370766925	0.3171107667337	0.719101136276686
137	gene	Tsubulata_000197	1.4011349774661	0.0649712095152973	0.564359876903294
138	gene	Tsubulata_000201	1.30985043960595	0.00104992127314996	0.331857050990701
139	gene	Tsubulata_000206	0.93800400552266	0.792693249061168	0.927837594785354
140	gene	Tsubulata_000207	1	NA	NA
141	gene	Tsubulata_000208	1.4219597473945	0.167858613280119	0.629146121472556
142	gene	Tsubulata_000209	3.16199125091925	0.087267118559532	0.587380358715112
143	gene	Tsubulata_000211	1.12766931153682	0.796296959526728	0.927837594785354
144	gene	Tsubulata_000216	0.236331746872374	0.0229159036081553	0.512454367133041
145	gene	Tsubulata_000220	1.17239811682141	0.718735435844853	0.90981702705653
146	gene	Tsubulata_000221	0.678870264175569	0.342671456892408	0.719101136276686
147	gene	Tsubulata_000222	1	NA	NA
148	gene	Tsubulata_000224	1.21238674645499	0.24373740392923	0.677071008568625
149	gene	Tsubulata_000225	1.20940712273012	0.123469723652363	0.593729195082996
150	gene	Tsubulata_000226	0.881052897651028	0.372843132357983	0.737573140462529
151	gene	Tsubulata_000227	0.930071237516372	0.823481168498493	0.9356908844371
152	gene	Tsubulata_000232	0.506452519831989	0.148436944040448	0.616915543062894
153	gene	Tsubulata_000235	1.10282664261482	0.756056638579239	0.926888734919888
154	gene	Tsubulata_000238	1.17736980152377	0.262340608268071	0.691137617001335
155	gene	Tsubulata_000239	0.876488431799994	0.458974812746782	0.789665219508405
156	gene	Tsubulata_000241	1	NA	NA
157	gene	Tsubulata_000243	1	NA	NA
158	gene	Tsubulata_000248	1	NA	NA
159	gene	Tsubulata_000250	0.982214577213552	0.695304983887974	0.898052879044548
160	gene	Tsubulata_000252	1.53736021813296	0.530505559553953	0.832744318983663
161	gene	Tsubulata_000254	1.06602424513872	0.504659809371934	0.81848894142506
162	gene	Tsubulata_000257	1.47324781733397	0.0321168942923163	0.521778877588246
163	gene	Tsubulata_000258	1.15110900940374	0.600776664807898	0.868426837989919
164	gene	Tsubulata_000259	0.943907643736053	0.759175094311161	0.927837594785354
165	gene	Tsubulata_000261	0.852189218346666	0.480889082285503	0.805617213607696
166	gene	Tsubulata_000263	1	NA	NA
167	gene	Tsubulata_000266	1	NA	NA
168	gene	Tsubulata_000267	1.04754412579693	0.84399121602358	0.944811427199886
169	gene	Tsubulata_000268	0.530328385982365	0.282291969558952	0.702079911499326
170	gene	Tsubulata_000269	1	NA	NA
171	gene	Tsubulata_000270	1.02337376966812	0.725748580534858	0.912819726670388
172	gene	Tsubulata_000271	1.33024862641172	0.223042103310254	0.663229003511822
173	gene	Tsubulata_000273	2.00433622681649	0.285363533465768	0.703944685276726
174	gene	Tsubulata_000278	0.467925279819239	0.0235613651414178	0.512744243816268
175	gene	Tsubulata_000279	1.36802000287693	0.581196824884053	0.859049140328297
176	gene	Tsubulata_000280	0.678270529779956	0.306750931189862	0.715789952294064
177	gene	Tsubulata_000281	1.79250060242975	0.0761141927924192	0.573249389397738
178	gene	Tsubulata_000283	1.00312119173587	0.112826820476446	0.58910345106343
179	gene	Tsubulata_000284	1.40226141590933	0.551010788654891	0.843190463451288
180	gene	Tsubulata_000285	1.36260371568087	0.524895767279393	0.828318929200598
181	gene	Tsubulata_000286	1	NA	NA
182	gene	Tsubulata_000287	1	NA	NA
183	gene	Tsubulata_000288	1	NA	NA
184	gene	Tsubulata_000289	1.01329505877585	0.805306028981793	0.927837594785354
185	gene	Tsubulata_000290	0.42567127109989	0.000883638085078409	0.331857050990701
186	gene	Tsubulata_000291	1.05308907820664	0.819183194353885	0.933555754666484
187	gene	Tsubulata_000292	1	NA	NA
188	gene	Tsubulata_000293	1.52469241759574	0.162810794871003	0.625908193467829
189	gene	Tsubulata_000294	0.469155365214921	0.200763705454294	0.651328867352935
190	gene	Tsubulata_000296	1	NA	NA
191	gene	Tsubulata_000297	1.14396471953211	0.590460796202601	0.863353444215987
192	gene	Tsubulata_000298	0.69279027501664	0.190879621553519	0.646554939974944
193	gene	Tsubulata_000299	1	NA	NA
194	gene	Tsubulata_000300	1	NA	NA
195	gene	Tsubulata_000301	0.974620290979755	0.906003134091084	0.970495998118142
196	gene	Tsubulata_000302	0.802640012138283	0.709014796733491	0.905042590771485
197	gene	Tsubulata_000303	0.518826197239308	0.279189987623632	0.700251428218605
198	gene	Tsubulata_000304	0.797872235803765	0.745294705294318	0.921760880149663
199	gene	Tsubulata_000305	0.65102965680017	0.144371251030356	0.613797153824525
200	gene	Tsubulata_000306	1	NA	NA
201	gene	Tsubulata_000307	0.828376545588821	0.14152270273691	0.609885347159662
202	gene	Tsubulata_000308	0.809099708406999	0.788882646976157	0.927837594785354
203	gene	Tsubulata_000310	5.25794638634936	0.336975279218512	0.719101136276686
204	gene	Tsubulata_000314	1	NA	NA
205	gene	Tsubulata_000316	1.28945333404639	0.219823204768516	0.660728014576412
206	gene	Tsubulata_000317	1.09094162591982	0.934660925070463	0.981542726271502
207	gene	Tsubulata_000319	1	NA	NA
208	gene	Tsubulata_000321	1	NA	NA
209	gene	Tsubulata_000322	1	NA	NA
210	gene	Tsubulata_000323	0.906129907633825	0.469392913626349	0.797500170289471
211	gene	Tsubulata_000325	0.624898986100951	0.0293394603242798	0.521653178439936
212	gene	Tsubulata_000328	0.453477660510251	0.0473561230572881	0.535768460610165
213	gene	Tsubulata_000329	0.567404838917954	0.164689373798372	0.627433979665304
214	gene	Tsubulata_000330	1	NA	NA
215	gene	Tsubulata_000331	1.92812315041064	0.11940883135699	0.590944313765789
216	gene	Tsubulata_000332	0.329533197004927	0.0642274741822993	0.56341346474409
217	gene	Tsubulata_000333	1.34942420886158	0.472944100149553	0.800237535657136
218	gene	Tsubulata_000334	1	NA	NA
219	gene	Tsubulata_000335	1	NA	NA
220	gene	Tsubulata_000336	1.26674787030093	0.0853407888056372	0.586364148570877
221	gene	Tsubulata_000337	1	NA	NA
222	gene	Tsubulata_000339	2.55644566574852	0.00542366545016271	0.430254277344299
223	gene	Tsubulata_000340	0.596052482514258	0.160072019496329	0.624742064262052
224	gene	Tsubulata_000341	0.730807260055556	0.328931899149425	0.719101136276686
225	gene	Tsubulata_000344	0.476866703756267	0.342818682987666	0.719101136276686
226	gene	Tsubulata_000346	0.934077753745912	0.684629126619302	0.898052879044548
227	gene	Tsubulata_000347	0.817877961891615	0.386643781617906	0.746038206774634
228	gene	Tsubulata_000348	0.822150257983403	0.636112345363691	0.886520073822161
229	gene	Tsubulata_000349	0.941527964649244	0.863889909333437	0.954459765335176
230	gene	Tsubulata_000350	1	NA	NA
231	gene	Tsubulata_000351	0.902960719268922	0.760373408052381	0.927837594785354
232	gene	Tsubulata_000353	0.960600166741508	0.851463536362717	0.948188644707411
233	gene	Tsubulata_000354	1.36009667094323	0.213345920261374	0.657949329977213
234	gene	Tsubulata_000355	0.263449025592192	0.163636996973207	0.626686840305837
235	gene	Tsubulata_000356	0.878379428722629	0.021678526318775	0.509125734959572
236	gene	Tsubulata_000357	1	NA	NA
237	gene	Tsubulata_000358	0.89828452642784	0.342818682987666	0.719101136276686
238	gene	Tsubulata_000359	0.942779708275494	0.870322444629103	0.957285525251394
239	gene	Tsubulata_000360	1.46417662483663	0.255563787764795	0.686980793965473
240	gene	Tsubulata_000361	1.22270122237806	0.355584099400379	0.726933881755244
241	gene	Tsubulata_000362	1.04704920759508	0.484475641808772	0.80745940301462
242	gene	Tsubulata_000365	1.21601178479594	0.09818600728092	0.58910345106343
243	gene	Tsubulata_000366	1.13720666404046	0.516641159505409	0.823506875225361
244	gene	Tsubulata_000367	1.17475516384889	0.613721167794958	0.874242191425718
245	gene	Tsubulata_000369	0.914205485027077	0.671095775251679	0.898052879044548
246	gene	Tsubulata_000370	0.59465348644749	0.107580814144338	0.58910345106343
247	gene	Tsubulata_000371	0.358144907714095	0.000432481687645536	0.282903605519488
248	gene	Tsubulata_000372	1.00775376205047	0.924565269524714	0.977966874475711
249	gene	Tsubulata_000373	1.11197539742305	0.773144728023378	0.927837594785354
250	gene	Tsubulata_000374	1.45249737947626	0.347614894969173	0.721618951184257
251	gene	Tsubulata_000375	1	NA	NA
252	gene	Tsubulata_000376	1	NA	NA
253	gene	Tsubulata_000377	1	NA	NA
254	gene	Tsubulata_000378	1	NA	NA
255	gene	Tsubulata_000379	0.723572807372663	0.171727031361458	0.631908606075659
256	gene	Tsubulata_000380	1.21915354347958	0.289338750138442	0.707855644408937
257	gene	Tsubulata_000381	1	NA	NA
258	gene	Tsubulata_000382	1	NA	NA
259	gene	Tsubulata_000388	1.15640089891338	0.241850809290766	0.67627745268645
260	gene	Tsubulata_000390	3.36151097719984	0.12756172323761	0.596466136151892
261	gene	Tsubulata_000391	1	NA	NA
262	gene	Tsubulata_000392	0.76917649916308	0.443176364975686	0.779836540229978
263	gene	Tsubulata_000393	1.30300012088514	0.139027634648887	0.60882653518225
264	gene	Tsubulata_000397	0.75639229903264	0.464946164773874	0.794393067194252
265	gene	Tsubulata_000398	1.89451412012723	0.0262005054814023	0.514742481635102
266	gene	Tsubulata_000400	0.551680249443952	0.0603746278493246	0.558986023449637
267	gene	Tsubulata_000401	0.836051250689643	0.0953565704996084	0.58910345106343
268	gene	Tsubulata_000403	0.911516604568459	0.870573689110144	0.957308520116288
269	gene	Tsubulata_000404	1.03209616144724	0.897536055132303	0.9673692268617
270	gene	Tsubulata_000407	0.592295423898251	0.35130858818742	0.724725656551669
271	gene	Tsubulata_000408	0.943004924251786	0.342818682987666	0.719101136276686
272	gene	Tsubulata_000410	1.03443095219875	0.805306028981793	0.927837594785354
273	gene	Tsubulata_000411	1.32628098449925	0.517202856796228	0.82381757148969
274	gene	Tsubulata_000412	0.950589581733856	0.66643575885135	0.898052879044548
275	gene	Tsubulata_000413	1	NA	NA
276	gene	Tsubulata_000414	0.741705535934546	0.211000389667442	0.657949329977213
277	gene	Tsubulata_000416	0.776692843289636	0.432778882700826	0.774428487940285
278	gene	Tsubulata_000421	0.85288788264151	0.491022119227084	0.81117455804504
279	gene	Tsubulata_000422	0.901186604345938	0.342818682987666	0.719101136276686
280	gene	Tsubulata_000423	1.32781214162642	0.301533642156848	0.71402599338313
281	gene	Tsubulata_000424	0.891840180342583	0.642430160213782	0.88952202850964
282	gene	Tsubulata_000428	1.34400918043118	0.0820192071082001	0.580298912879494
283	gene	Tsubulata_000431	1.40751925705382	0.778845839506015	0.927837594785354
284	gene	Tsubulata_000432	0.564113946760057	0.311046100561596	0.718323976705989
285	gene	Tsubulata_000433	1	NA	NA
286	gene	Tsubulata_000434	1.61832782700426	0.349589430664625	0.723111720522288
287	gene	Tsubulata_000439	1.47166477972549	0.112826820476446	0.58910345106343
288	gene	Tsubulata_000440	1	NA	NA
289	gene	Tsubulata_000441	1	NA	NA
290	gene	Tsubulata_000442	0.571296845220288	0.0261160282437143	0.514742481635102
291	gene	Tsubulata_000443	0.809637960328129	0.458358053459774	0.789289500137421
292	gene	Tsubulata_000444	1	NA	NA
293	gene	Tsubulata_000445	0.841489556199452	0.191841697935351	0.647541856793753
294	gene	Tsubulata_000446	0.999867705141239	0.999615770105915	0.999820737135086
295	gene	Tsubulata_000449	1.17996959353133	0.139438690615306	0.608927928380891
296	gene	Tsubulata_000450	0.800772740611339	0.369118538198185	0.735540161501155
297	gene	Tsubulata_000451	1.31954745571889	0.536739225693421	0.835523693246105
298	gene	Tsubulata_000452	0.766609338936337	0.666935769818886	0.898052879044548
299	gene	Tsubulata_000454	1	NA	NA
300	gene	Tsubulata_000455	1	NA	NA
301	gene	Tsubulata_000456	0.915660436755452	0.290312556465524	0.70874102742205
302	gene	Tsubulata_000457	2.0949055021213	0.0401777921987889	0.524312896379197
303	gene	Tsubulata_000458	0.937556692013118	0.723776051726274	0.912077324917504
304	gene	Tsubulata_000459	0.842769791255658	0.167600814685777	0.629005930423888
305	gene	Tsubulata_000460	3.06494135987469	0.000762860070592897	0.331857050990701
306	gene	Tsubulata_000461	1	NA	NA
307	gene	Tsubulata_000462	1	NA	NA
308	gene	Tsubulata_000464	0.969349091393104	0.901975804294189	0.968662282383393
309	gene	Tsubulata_000465	1.02576682151976	0.86875821554777	0.956531881743441
310	gene	Tsubulata_000469	0.844781830531625	0.506012560833068	0.81848894142506
311	gene	Tsubulata_000472	1.24048272048892	0.534908761606016	0.835042258921702
312	gene	Tsubulata_000473	1	NA	NA
313	gene	Tsubulata_000475	0.506567926468175	0.126928217108574	0.596466136151892
314	gene	Tsubulata_000483	1.09551971473395	0.514668191320772	0.822785295308042
315	gene	Tsubulata_000486	0.79953944858827	0.72462875035634	0.912399710350153
316	gene	Tsubulata_000490	1	NA	NA
317	gene	Tsubulata_000494	1.27134277635917	0.379279060827114	0.740422258383651
318	gene	Tsubulata_000495	1.96274117154955	0.0703092882872691	0.568281549728968
319	gene	Tsubulata_000505	0.624820200720229	0.0985562308233556	0.58910345106343
320	gene	Tsubulata_000510	1.16653240259562	0.644703476379301	0.890599235203788
321	gene	Tsubulata_000514	0.79836733935185	0.415893851125865	0.765640733883107
322	gene	Tsubulata_000516	1.31088517776767	0.0519081745372194	0.54355254669797
323	gene	Tsubulata_000518	0.702187731164288	0.37210942958399	0.737184325350122
324	gene	Tsubulata_000524	4.59017615566204	0.0608593834930209	0.56129072243885
325	gene	Tsubulata_000528	1.13198342067926	0.463297933477918	0.792437430327854
326	gene	Tsubulata_000529	0.751032895774388	0.589836986332526	0.863284079283458
327	gene	Tsubulata_000534	1.04421058879116	0.874700170593283	0.958328440786588
328	gene	Tsubulata_000538	1	NA	NA
329	gene	Tsubulata_000539	0.763321355121556	0.317202523979589	0.719101136276686
330	gene	Tsubulata_000540	1.04777780681357	0.816766032772213	0.932538261015662
331	gene	Tsubulata_000542	0.919455428465108	0.260694528817305	0.690406123065083
332	gene	Tsubulata_000543	0.699116213488634	0.171708671811297	0.631908606075659
333	gene	Tsubulata_000544	2.17470166634318	0.127745146325373	0.596466136151892
334	gene	Tsubulata_000545	0.811760104872139	0.775072901331027	0.927837594785354
335	gene	Tsubulata_000546	0.488271670611027	0.197160847586616	0.649738220941555
336	gene	Tsubulata_000547	0.997881181904915	0.983507644533955	0.994215586106772
337	gene	Tsubulata_000552	0.823862240936722	0.302639566753283	0.714954169889516
338	gene	Tsubulata_000553	1.01343499906436	0.96164672293797	0.989510725775752
339	gene	Tsubulata_000554	1.18556482949367	0.687040589259043	0.898052879044548
340	gene	Tsubulata_000556	1.45612137550169	0.221977659292464	0.661700655817495
341	gene	Tsubulata_000557	0.285688005965177	0.0666916917832213	0.564525640223151
342	gene	Tsubulata_000560	0.90147002522706	0.752465618064066	0.925140667783442
343	gene	Tsubulata_000561	0.518796523252443	0.353534602420932	0.725331022318974
344	gene	Tsubulata_000563	0.704132881750792	0.096193088077493	0.58910345106343
345	gene	Tsubulata_000564	1.85000909446453	0.0071465913118991	0.433213441249079
346	gene	Tsubulata_000565	1.49887469400688	0.27173679278761	0.694990071037385
347	gene	Tsubulata_000566	0.60973970228693	0.197815423759131	0.64990595775667
348	gene	Tsubulata_000568	1.10758282431788	0.732788918761993	0.916273328223116
349	gene	Tsubulata_000569	0.978481698226055	0.898722888755706	0.967699863640022
350	gene	Tsubulata_000570	0.532885529243426	0.20816197049534	0.656437272466386
351	gene	Tsubulata_000574	0.893226513837861	0.538709233261413	0.836388201974327
352	gene	Tsubulata_000575	0.863863429948225	0.666464722828451	0.898052879044548
353	gene	Tsubulata_000576	1.36520808664214	0.313540384269589	0.719101136276686
354	gene	Tsubulata_000582	1.08876793267075	0.803369388854213	0.927837594785354
355	gene	Tsubulata_000584	1	NA	NA
356	gene	Tsubulata_000585	0.957233916688933	0.695304983887973	0.898052879044548
357	gene	Tsubulata_000587	0.657983760972777	0.416425477797281	0.765640733883107
358	gene	Tsubulata_000590	0.683720092563161	0.0736638814795421	0.573148117839958
359	gene	Tsubulata_000591	1.77575351995922	0.105504976758493	0.58910345106343
360	gene	Tsubulata_000592	1.06200567773223	0.79198728543752	0.927837594785354
361	gene	Tsubulata_000593	0.417324507750792	0.16865451427885	0.629760512883145
362	gene	Tsubulata_000594	1.30689734134227	0.0716525578430347	0.569104498928733
363	gene	Tsubulata_000595	1.02592511458446	0.805306028981793	0.927837594785354
364	gene	Tsubulata_000596	1	NA	NA
365	gene	Tsubulata_000599	1.27256707889397	0.570303440897747	0.852270545093689
366	gene	Tsubulata_000600	1	NA	NA
367	gene	Tsubulata_000601	1	NA	NA
368	gene	Tsubulata_000603	1	NA	NA
369	gene	Tsubulata_000604	1.32882508335912	0.249669373554444	0.681872176771942
370	gene	Tsubulata_000605	2.51470862289983	0.157256258362995	0.623981868775573
371	gene	Tsubulata_000606	1	NA	NA
372	gene	Tsubulata_000607	1	NA	NA
373	gene	Tsubulata_000608	1	NA	NA
374	gene	Tsubulata_000609	0.960992702802187	0.702571748793824	0.901671208903207
375	gene	Tsubulata_000611	544.301637963476	0.112826820476446	0.58910345106343
376	gene	Tsubulata_000612	0.728321352866711	0.19138283619735	0.646743088454783
377	gene	Tsubulata_000613	2.30804254788809	0.114961911652229	0.589711888338874
378	gene	Tsubulata_000616	1	NA	NA
379	gene	Tsubulata_000617	0.919754036204137	0.824709839284973	0.936149451462378
380	gene	Tsubulata_000618	0.627290726345757	0.0262908203528565	0.514742481635102
381	gene	Tsubulata_000619	1.09174453821728	0.717853794673798	0.909601645917893
382	gene	Tsubulata_000620	0.763501975310178	0.769603152746924	0.927837594785354
383	gene	Tsubulata_000621	0.632283335740651	0.397543939898302	0.752390828831066
384	gene	Tsubulata_000624	0.507880654850506	0.106013224164734	0.58910345106343
385	gene	Tsubulata_000625	1	NA	NA
386	gene	Tsubulata_000626	0.819912133595581	0.231221339888397	0.669438502204557
387	gene	Tsubulata_000627	0.660349574697841	0.133655372035692	0.603530519075007
388	gene	Tsubulata_000629	1.03357269901384	0.738071730944122	0.918912168506927
389	gene	Tsubulata_000631	1.12940631491859	0.723161359990772	0.911655741133881
390	gene	Tsubulata_000632	3.53823070036606	0.0667504453692755	0.564525640223151
391	gene	Tsubulata_000634	1	NA	NA
